Internet Service,Internet Service_Telco_customer_churn_services,Online Security,Online Security_Telco_customer_churn_services,Online Backup,Online Backup_Telco_customer_churn_services,Streaming TV,Streaming TV_Telco_customer_churn_services,Streaming Movies,Streaming Movies_Telco_customer_churn_services,Contract,Contract_Telco_customer_churn_services,Payment Method,Payment Method_Telco_customer_churn_services,Total Charges,Total Charges_Telco_customer_churn_services,Churn Reason,Churn Reason_Telco_customer_churn_status
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,5348.65,5348.65,,
Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,3180.5,3180.5,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,3023.85,3023.85,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Mailed Check,1031.1,1031.1,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,6471.85,6471.85,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,6241.35,6241.35,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6501.35,6501.35,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,2317.1,2317.1,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,2237.55,2237.55,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,5231.3,5231.3,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,165.5,165.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,358.5,358.5,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6614.9,6614.9,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2421.75,2421.75,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1294.6,1294.6,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,1299.1,1299.1,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,5733.4,5733.4,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,7430.75,7430.75,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,630.6,630.6,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1222.65,1222.65,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,374.8,374.8,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,One Year,Credit card (automatic),Credit Card,7234.8,7234.8,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,331.85,331.85,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,5088.4,5088.4,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,4860.85,4860.85,,
DSL,Yes,No,No,No,No,No,No,No,No,One year,One Year,Mailed check,Credit Card,788.05,788.05,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,One year,One Year,Credit card (automatic),Credit Card,1266.35,1266.35,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,688.2,688.2,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,387.7,387.7,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,845.25,845.25,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Two Year,Credit card (automatic),Credit Card,4230.25,4230.25,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Credit card (automatic),Credit Card,4983.05,4983.05,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,4113.15,4113.15,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,521,521.0,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,471.85,471.85,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,5976.9,5976.9,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,4299.75,4299.75,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Two Year,Credit card (automatic),Credit Card,7548.6,7548.6,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,1654.75,1654.75,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,4551.5,4551.5,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6227.5,6227.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,20.05,20.05,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,57.5,57.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1474.35,1474.35,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,3270.25,3270.25,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,3919.15,3919.15,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,7285.7,7285.7,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,7658.3,7658.3,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,5959.3,5959.3,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,5295.7,5295.7,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,4693.2,4693.2,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,3512.9,3512.9,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Two year,Two Year,Electronic check,Bank Withdrawal,5231.2,5231.2,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,3603.45,3603.45,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,217.45,217.45,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,6875.35,6875.35,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,19.25,19.25,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2021.35,2021.35,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2564.95,2564.95,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,5611.75,5611.75,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Mailed check,Mailed Check,7610.1,7610.1,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,45.75,45.75,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,4543.95,4543.95,,
DSL,Yes,No,No,No,No,No,No,No,No,Two year,Two Year,Mailed check,Credit Card,450.4,450.4,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,1297.35,1297.35,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,4442.75,4442.75,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,1423.15,1423.15,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,4378.35,4378.35,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,74.2,74.2,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,450.65,450.65,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,1175.85,1175.85,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,558.8,558.8,,
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,2220.1,2220.1,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,3283.05,3283.05,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,One year,One Year,Electronic check,Bank Withdrawal,4939.25,4939.25,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,4237.5,4237.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Credit card (automatic),Credit Card,335.95,335.95,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,7188.5,7188.5,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,926.25,926.25,,
DSL,Yes,No,No,No,No,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,1119.35,1119.35,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,116.6,116.6,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,68.8,68.8,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2341.55,2341.55,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,1362.85,1362.85,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,163.6,163.6,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,145.15,145.15,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,4786.1,4786.1,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,3835.55,3835.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,397,397.0,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,1027.25,1027.25,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,1580.1,1580.1,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,7222.75,7222.75,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,3769.7,3769.7,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,4233.95,4233.95,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,1680.25,1680.25,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3725.5,3725.5,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,7707.7,7707.7,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,8309.55,8309.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,601.55,601.55,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,139.25,139.25,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1888.25,1888.25,,
DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,2773.9,2773.9,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,5409.75,5409.75,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,401.3,401.3,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,3238.4,3238.4,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,1573.05,1573.05,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,235.8,235.8,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,1364.75,1364.75,,
DSL,Yes,No,No,No,No,Yes,Yes,No,No,One year,One Year,Electronic check,Bank Withdrawal,1985.15,1985.15,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,4335.2,4335.2,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,647.5,647.5,,
DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,2748.7,2748.7,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,2483.65,2483.65,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6367.2,6367.2,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,4904.2,4904.2,,
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Mailed check,Credit Card,2044.95,2044.95,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,1794.8,1794.8,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,7173.15,7173.15,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,7039.05,7039.05,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,921.4,921.4,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,4018.35,4018.35,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Mailed check,Credit Card,5448.6,5448.6,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,20.25,20.25,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2085.45,2085.45,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,5135.15,5135.15,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,730.1,730.1,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,118.25,118.25,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,1108.6,1108.6,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,1815.65,1815.65,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,730.4,730.4,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,75.45,75.45,,
Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,4014.6,4014.6,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,568.85,568.85,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,5860.7,5860.7,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,7279.35,7279.35,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,1064.95,1064.95,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,5886.85,5886.85,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,4238.45,4238.45,,
DSL,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,418.3,418.3,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,136.05,136.05,,
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,708.2,708.2,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,788.55,788.55,,
DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Two Year,Mailed check,Credit Card,4378.8,4378.8,,
DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,3442.8,3442.8,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,7171.7,7171.7,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,553,553.0,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,96.85,96.85,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,4122.9,4122.9,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,1482.3,1482.3,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,1240.8,1240.8,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,6578.55,6578.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,19.55,19.55,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,One Year,Electronic check,Bank Withdrawal,2802.3,2802.3,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Two year,Two Year,Mailed check,Credit Card,857.75,857.75,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,184.4,184.4,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6093.3,6093.3,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1861.1,1861.1,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1079.65,1079.65,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,7475.1,7475.1,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,2862.55,2862.55,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3069.45,3069.45,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2349.8,2349.8,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,469.25,469.25,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,3301.05,3301.05,,
DSL,Yes,No,No,No,No,No,No,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,3529.95,3529.95,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,4144.9,4144.9,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,4265,4265.0,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,3246.45,3246.45,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,8337.45,8337.45,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,5731.4,5731.4,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,6176.6,6176.6,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,1905.4,1905.4,,
DSL,Yes,No,No,No,No,Yes,Yes,No,No,One year,One Year,Mailed check,Credit Card,931.9,931.9,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,776.25,776.25,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,5243.05,5243.05,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,141.65,141.65,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,7679.65,7679.65,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1006.9,1006.9,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,One Year,Electronic check,Bank Withdrawal,2540.1,2540.1,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Two year,Two Year,Electronic check,Bank Withdrawal,3097.2,3097.2,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Mailed check,Credit Card,2484,2484.0,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,5785.65,5785.65,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,2619.15,2619.15,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Two Year,Credit card (automatic),Credit Card,1524.85,1524.85,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,2790.65,2790.65,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1784.5,1784.5,,
DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,2276.1,2276.1,,
DSL,Yes,No,No,No,No,No,No,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,2029.05,2029.05,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,802.35,802.35,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Credit card (automatic),Credit Card,4653.25,4653.25,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,275.9,275.9,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,343.45,343.45,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,2130.45,2130.45,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1191.4,1191.4,,
